auction,settlement,weeks,maturity,isin,bid,served,btc,nct,total,wa_rate
2016-10-10,2016-10-12,13,2017-01-11,FR0123934624,9111,3596,2.53,0,3596,-0.00696
2016-10-10,2016-10-12,22,2017-03-15,FR0123934616,3875,1495,2.59,0,1495,-0.00673
2016-10-10,2016-10-12,48,2017-09-13,FR0123773618,4490,1294,3.47,0,1294,-0.00624
2016-10-17,2016-10-19,12,2017-01-11,FR0123934624,6285,3496,1.8,249,3745,-0.00685
2016-10-17,2016-10-19,21,2017-03-15,FR0123934616,3010,1398,2.15,55,1453,-0.0066
2016-10-17,2016-10-19,51,2017-10-11,FR0123934632,4995,1350,3.7,137,1487,-0.00616
2016-10-24,2016-10-26,13,2017-01-25,FR0123934640,10454,3696,2.83,429,4125,-0.00687
2016-10-24,2016-10-26,20,2017-03-15,FR0123934616,4400,1295,3.4,153,1448,-0.00662
2016-10-24,2016-10-26,50,2017-10-11,FR0123934632,4160,1393,2.99,0,1393,-0.00635
2016-10-31,2016-11-03,12,2017-01-25,FR0123934640,7530,3295,2.29,531,3826,-0.00731
2016-10-31,2016-11-03,23,2017-04-12,FR0123934657,4015,1397,2.87,214,1611,-0.00678
2016-10-31,2016-11-03,49,2017-10-11,FR0123934632,4110,1294,3.18,198,1492,-0.00635
2016-11-07,2016-11-09,13,2017-02-08,FR0123934665,9494,3493,2.72,629,4122,-0.00734
2016-11-07,2016-11-09,22,2017-04-12,FR0123934657,5045,1397,3.61,267,1664,-0.00703
2016-11-07,2016-11-09,48,2017-10-11,FR0123934632,4486,1496,3,284,1780,-0.00677
2016-11-14,2016-11-16,12,2017-02-08,FR0123934665,5300,3200,1.66,0,3200,-0.00693
2016-11-14,2016-11-16,21,2017-04-12,FR0123934657,3255,1400,2.33,0,1400,-0.00676
2016-11-14,2016-11-16,51,2017-11-08,FR0123934673,2810,1496,1.88,0,1496,-0.00651
2016-11-21,2016-11-23,13,2017-02-22,FR0123934681,8340,3288,2.54,47,3335,-0.00673
2016-11-21,2016-11-23,20,2017-04-12,FR0123934657,3380,1394,2.42,53,1447,-0.00653
2016-11-21,2016-11-23,50,2017-11-08,FR0123934673,3815,1391,2.74,53,1444,-0.00638
2016-11-28,2016-11-30,12,2017-02-22,FR0123934681,7740,3494,2.22,450,3944,-0.00736
2016-11-28,2016-11-30,23,2017-05-11,FR0123934699,5065,1694,2.99,317,2011,-0.00692
2016-11-28,2016-11-30,49,2017-11-08,FR0123934673,3190,1594,2,276,1870,-0.00666
2016-12-05,2016-12-07,13,2017-03-08,FR0123934707,7235,3596,2.01,254,3850,-0.00751
2016-12-05,2016-12-07,22,2017-05-11,FR0123934699,4570,1694,2.7,0,1694,-0.00732
2016-12-05,2016-12-07,48,2017-11-08,FR0123934673,2840,1598,1.78,32,1630,-0.00665
2016-12-12,2016-12-14,12,2017-03-08,FR0123934707,7045,2997,2.35,540,3537,-0.00741
2016-12-12,2016-12-14,21,2017-05-11,FR0123934699,3483,1497,2.33,74,1571,-0.00715
2017-01-02,2017-01-04,13,2017-04-05,FR0124095334,5450,3250,1.68,0,3250,-0.00697
2017-01-02,2017-01-04,22,2017-06-08,FR0123934731,3525,1699,2.07,0,1699,-0.00688
2017-01-02,2017-01-04,48,2017-12-06,FR0123934715,3230,1565,2.06,0,1565,-0.00697
2017-01-09,2017-01-11,12,2017-04-05,FR0124095334,6910,3393,2.04,537,3930,-0.00637
2017-01-09,2017-01-11,21,2017-06-08,FR0123934731,3575,1593,2.24,66,1659,-0.00633
2017-01-09,2017-01-11,47,2017-12-06,FR0123934715,2605,1380,1.89,71,1451,-0.00622
2017-01-16,2017-01-18,13,2017-04-20,FR0124095342,6140,3394,1.81,646,4040,-0.00553
2017-01-16,2017-01-18,20,2017-06-08,FR0123934731,3515,1594,2.21,315,1909,-0.00532
2017-01-16,2017-01-18,46,2017-12-06,FR0123934715,3205,1395,2.3,277,1672,-0.00526
2017-01-23,2017-01-25,12,2017-04-20,FR0124095342,8078,3493,2.31,723,4216,-0.00552
2017-01-23,2017-01-25,23,2017-07-05,FR0124095359,5498,1791,3.07,347,2138,-0.0054
2017-01-23,2017-01-25,45,2017-12-06,FR0123934715,4150,1594,2.6,330,1924,-0.0053
2017-01-30,2017-02-01,13,2017-05-04,FR0124095367,7725,3394,2.28,693,4087,-0.00561
2017-01-30,2017-02-01,22,2017-07-05,FR0124095359,6430,1598,4.02,354,1952,-0.00551
2017-01-30,2017-02-01,44,2017-12-06,FR0123934715,3270,1494,2.19,306,1800,-0.00526
2017-02-06,2017-02-08,12,2017-05-04,FR0124095367,7985,3594,2.22,641,4235,-0.00659
2017-02-06,2017-02-08,21,2017-07-05,FR0124095359,5705,1894,3.01,411,2305,-0.00661
2017-02-06,2017-02-08,51,2018-01-31,FR0124095375,5613,1795,3.13,350,2145,-0.00591
2017-02-13,2017-02-15,13,2017-05-17,FR0124095383,9425,3699,2.55,0,3699,-0.00671
2017-02-13,2017-02-15,20,2017-07-05,FR0124095359,5300,1595,3.32,0,1595,-0.00698
2017-02-13,2017-02-15,50,2018-01-31,FR0124095375,3975,1496,2.66,288,1784,-0.00589
2017-02-20,2017-02-22,12,2017-05-17,FR0124095383,4680,3130,1.5,0,3130,-0.00652
2017-02-20,2017-02-22,23,2017-08-02,FR0124095391,3445,1593,2.16,0,1593,-0.00657
2017-02-20,2017-02-22,49,2018-01-31,FR0124095375,3760,1396,2.69,0,1396,-0.00574
2017-02-27,2017-03-01,13,2017-05-31,FR0124095409,6610,3400,1.94,66,3466,-0.00667
2017-02-27,2017-03-01,22,2017-08-02,FR0124095391,4100,1595,2.57,150,1745,-0.00656
2017-02-27,2017-03-01,48,2018-01-31,FR0124095375,3695,1465,2.52,146,1611,-0.00554
2017-03-06,2017-03-08,12,2017-05-31,FR0124095409,8500,3495,2.43,503,3998,-0.00733
2017-03-06,2017-03-08,21,2017-08-02,FR0124095391,3390,1560,2.17,189,1749,-0.00717
2017-03-06,2017-03-08,51,2018-02-28,FR0124095417,3425,1625,2.11,326,1951,-0.00543
2017-03-13,2017-03-15,13,2017-06-14,FR0124095425,5780,3697,1.56,0,3697,-0.00818
2017-03-13,2017-03-15,20,2017-08-02,FR0124095391,3960,1595,2.48,0,1595,-0.00741
2017-03-13,2017-03-15,50,2018-02-28,FR0124095417,3605,1695,2.13,0,1695,-0.00613
2017-03-20,2017-03-22,12,2017-06-14,FR0124095425,3930,3030,1.3,456,3486,-0.00642
2017-03-20,2017-03-22,23,2017-08-30,FR0124095433,2780,1598,1.74,42,1640,-0.00618
2017-03-20,2017-03-22,49,2018-02-28,FR0124095417,3680,1393,2.64,275,1668,-0.00522
2017-03-27,2017-03-29,13,2017-06-28,FR0124095441,5820,3299,1.76,115,3414,-0.00616
2017-03-27,2017-03-29,22,2017-08-30,FR0124095433,3200,1497,2.14,23,1520,-0.00598
2017-03-27,2017-03-29,48,2018-02-28,FR0124095417,4535,1560,2.91,259,1819,-0.0052
2017-04-03,2017-04-05,12,2017-06-28,FR0124095441,6120,3095,1.98,37,3132,-0.00561
2017-04-03,2017-04-05,21,2017-08-30,FR0124095433,2905,1198,2.42,10,1208,-0.00552
2017-04-03,2017-04-05,51,2018-03-28,FR0124257264,4730,1596,2.96,232,1828,-0.00527
2017-04-10,2017-04-12,13,2017-07-12,FR0124257272,5865,3297,1.78,156,3453,-0.00539
2017-04-10,2017-04-12,20,2017-08-30,FR0124095433,2280,1030,2.21,67,1097,-0.00528
2017-04-10,2017-04-12,50,2018-03-28,FR0124257264,2155,1497,1.44,0,1497,-0.00492
2017-04-18,2017-04-20,12,2017-07-12,FR0124257272,5470,3494,1.57,166,3660,-0.00524
2017-04-18,2017-04-20,23,2017-09-27,FR0124257280,3350,1596,2.1,130,1726,-0.00504
2017-04-18,2017-04-20,49,2018-03-28,FR0124257264,2615,1198,2.18,201,1399,-0.00453
2017-04-24,2017-04-26,13,2017-07-26,FR0124257298,5770,3398,1.7,376,3774,-0.0056
2017-04-24,2017-04-26,22,2017-09-27,FR0124257280,3165,1296,2.44,87,1383,-0.00557
2017-04-24,2017-04-26,48,2018-03-28,FR0124257264,3775,1296,2.91,252,1548,-0.00535
2017-05-02,2017-05-04,12,2017-07-26,FR0124257298,5788,3388,1.71,25,3413,-0.00549
2017-05-02,2017-05-04,21,2017-09-27,FR0124257280,3130,1290,2.43,80,1370,-0.00532
2017-05-02,2017-05-04,51,2018-04-25,FR0124257306,3420,1494,2.29,163,1657,-0.00541
2017-05-09,2017-05-11,13,2017-08-09,FR0124257314,11295,3492,3.23,618,4110,-0.00572
2017-05-09,2017-05-11,20,2017-09-27,FR0124257280,3565,1291,2.76,240,1531,-0.00552
2017-05-09,2017-05-11,50,2018-04-25,FR0124257306,3170,1598,1.98,0,1598,-0.00555
2017-05-15,2017-05-17,12,2017-08-09,FR0124257314,8300,3595,2.31,620,4215,-0.00587
2017-05-15,2017-05-17,23,2017-10-25,FR0124257322,5200,1800,2.89,315,2115,-0.00607
2017-05-15,2017-05-17,49,2018-04-25,FR0124257306,2795,1196,2.34,0,1196,-0.00545
2017-05-22,2017-05-24,13,2017-08-23,FR0124257330,8605,3493,2.46,112,3605,-0.00593
2017-05-22,2017-05-24,22,2017-10-25,FR0124257322,4085,1796,2.27,14,1810,-0.00609
2017-05-22,2017-05-24,48,2018-04-25,FR0124257306,3645,1295,2.81,49,1344,-0.00538
2017-05-29,2017-05-31,12,2017-08-23,FR0124257330,7089,3398,2.09,550,3948,-0.00592
2017-05-29,2017-05-31,21,2017-10-25,FR0124257322,3515,1399,2.51,174,1573,-0.00587
2017-05-29,2017-05-31,35,2018-01-31,FR0124095375,2075,497,4.18,34,531,-0.00598
2017-05-29,2017-05-31,51,2018-05-24,FR0124257348,3720,1491,2.49,245,1736,-0.00541
2017-06-06,2017-06-08,14,2017-09-13,FR0123773618,5990,3296,1.82,0,3296,-0.00589
2017-06-06,2017-06-08,20,2017-10-25,FR0124257322,4040,1399,2.89,94,1493,-0.00593
2017-06-06,2017-06-08,50,2018-05-24,FR0124257348,5360,1494,3.59,137,1631,-0.00565
2017-06-12,2017-06-14,12,2017-09-06,NaN,5755,3295,1.75,259,3554,-0.00593
2017-06-12,2017-06-14,23,2017-11-22,FR0124257355,4665,1395,3.34,268,1663,-0.00596
2017-06-12,2017-06-14,49,2018-05-24,FR0124257348,4840,1595,3.03,308,1903,-0.00601
2017-06-19,2017-06-21,13,2017-09-20,FR0124257363,8184,3295,2.48,652,3947,-0.00588
2017-06-19,2017-06-21,22,2017-11-22,FR0124257355,5515,1496,3.69,201,1697,-0.00591
2017-06-19,2017-06-21,48,2018-05-24,FR0124257348,4090,1394,2.93,264,1658,-0.00595
2017-06-26,2017-06-28,12,2017-09-20,FR0124257363,6315,2296,2.75,151,2447,-0.00628
2017-06-26,2017-06-28,21,2017-11-22,FR0124257355,4575,995,4.6,99,1094,-0.00631
2017-07-03,2017-07-05,13,2017-10-04,FR0124423148,6690,3496,1.91,90,3586,-0.00618
2017-07-03,2017-07-05,20,2017-11-22,FR0124257355,3940,1597,2.47,40,1637,-0.00604
2017-07-03,2017-07-05,50,2018-06-20,FR0124257371,3565,1295,2.75,189,1484,-0.00562
2017-07-10,2017-07-12,12,2017-10-04,FR0124423148,6789,3194,2.13,0,3194,-0.00593
2017-07-10,2017-07-12,23,2017-12-20,FR0124423205,3330,1496,2.23,71,1567,-0.00551
2017-07-10,2017-07-12,49,2018-06-20,FR0124257371,4732,1198,3.95,57,1255,-0.0055
2017-07-17,2017-07-19,13,2017-10-18,FR0124423155,8155,3394,2.4,354,3748,-0.00576
2017-07-17,2017-07-19,22,2017-12-20,FR0124423205,3665,1397,2.62,106,1503,-0.00536
2017-07-17,2017-07-19,48,2018-06-20,FR0124257371,3940,1175,3.35,89,1264,-0.00542
2017-07-24,2017-07-26,12,2017-10-18,FR0124423155,8044,3595,2.24,84,3679,-0.00592
2017-07-24,2017-07-26,21,2017-12-20,FR0124423205,5099,1399,3.64,253,1652,-0.00536
2017-07-24,2017-07-26,47,2018-06-20,FR0124257371,4504,1296,3.48,198,1494,-0.00536
2017-07-31,2017-08-02,13,2017-11-01,FR0124423163,8315,3393,2.45,276,3669,-0.00593
2017-07-31,2017-08-02,20,2017-12-20,FR0124423205,4711,1395,3.38,22,1417,-0.00584
2017-07-31,2017-08-02,50,2018-07-18,FR0124423247,4165,1297,3.21,213,1510,-0.00546
2017-08-07,2017-08-09,12,2017-11-01,FR0124423163,6699,3196,2.1,95,3291,-0.00632
2017-08-07,2017-08-09,23,2018-01-17,FR0124423221,5500,1397,3.94,123,1520,-0.00644
2017-08-07,2017-08-09,49,2018-07-18,FR0124423247,3150,1095,2.88,0,1095,-0.00556
2017-08-14,2017-08-17,13,2017-11-15,FR0124423171,6815,3095,2.2,29,3124,-0.00627
2017-08-14,2017-08-17,22,2018-01-17,FR0124423221,3872,1597,2.42,0,1597,-0.00644
2017-08-14,2017-08-17,48,2018-07-18,FR0124423247,3902,998,3.91,29,1027,-0.00568
2017-08-21,2017-08-23,12,2017-11-15,FR0124423171,7675,2993,2.56,329,3322,-0.00626
2017-08-21,2017-08-23,21,2018-01-17,FR0124423221,4420,1297,3.41,206,1503,-0.00636
2017-08-21,2017-08-23,51,2018-08-15,FR0124423254,3800,1196,3.18,0,1196,-0.00568
2017-08-28,2017-08-30,13,2017-11-29,FR0124423189,7550,3296,2.29,27,3323,-0.00629
2017-08-28,2017-08-30,20,2018-01-17,FR0124423221,4705,1293,3.64,61,1354,-0.00642
2017-08-28,2017-08-30,50,2018-08-15,FR0124423254,4355,1197,3.64,140,1337,-0.00571
2017-09-04,2017-09-06,12,2017-11-29,FR0124423189,7024,2993,2.35,0,2993,-0.00628
2017-09-04,2017-09-06,23,2018-02-14,FR0124423239,5174,1597,3.24,84,1681,-0.00636
2017-09-04,2017-09-06,49,2018-08-15,FR0124423254,4575,996,4.59,0,996,-0.00586
2017-09-11,2017-09-13,13,2017-12-13,FR0124423197,7575,2996,2.53,92,3088,-0.00635
2017-09-11,2017-09-13,22,2018-02-14,FR0124423239,4100,1493,2.75,0,1493,-0.00637
2017-09-11,2017-09-13,48,2018-08-15,FR0124423254,3085,560,5.51,0,560,-0.00586
2017-09-18,2017-09-20,12,2017-12-13,FR0124423197,5435,2798,1.94,0,2798,-0.00619
2017-09-18,2017-09-20,21,2018-02-14,FR0124423239,4755,1392,3.42,121,1513,-0.00627
2017-09-18,2017-09-20,51,2018-09-12,FR0124423262,3560,996,3.57,46,1042,-0.00586
2017-09-25,2017-09-27,13,2017-12-28,FR0124423213,4650,2994,1.55,0,2994,-0.00604
2017-09-25,2017-09-27,20,2018-02-14,FR0124423239,4160,1495,2.78,127,1622,-0.00644
2017-09-25,2017-09-27,50,2018-09-12,FR0124423262,3195,897,3.56,8,905,-0.00577
2017-10-02,2017-10-04,12,2017-12-28,FR0124423213,5265,2591,2.03,0,2591,-0.00588
2017-10-02,2017-10-04,23,2018-03-14,FR0124584683,4120,1594,2.58,0,1594,-0.00629
2017-10-09,2017-10-11,13,2018-01-10,FR0124584634,8200,3196,2.57,50,3246,-0.0069
2017-10-09,2017-10-11,22,2018-03-14,FR0124584683,4775,1196,3.99,133,1329,-0.00614
2017-10-16,2017-10-18,12,2018-01-10,FR0124584634,6375,3095,2.06,0,3095,-0.00701
2017-10-16,2017-10-18,21,2018-03-14,FR0124584683,4875,1396,3.49,77,1473,-0.00637
2017-10-16,2017-10-18,51,2018-10-10,FR0124584733,3575,996,3.59,43,1039,-0.00597
2017-10-23,2017-10-25,13,2018-01-24,FR0124584642,5385,3095,1.74,0,3095,-0.00688
2017-10-23,2017-10-25,20,2018-03-14,FR0124584683,4200,1396,3.01,49,1445,-0.00644
2017-10-23,2017-10-25,50,2018-10-10,FR0124584733,2850,999,2.85,66,1065,-0.00591
2017-10-30,2017-11-01,12,2018-01-24,FR0124584642,7775,2994,2.6,51,3045,-0.00691
2017-10-30,2017-11-01,23,2018-04-11,FR0124584709,4250,1496,2.84,0,1496,-0.00659
2017-10-30,2017-11-01,49,2018-10-10,FR0124584733,5560,998,5.57,181,1179,-0.00606
2017-11-06,2017-11-08,13,2018-02-07,FR0124584659,6375,2995,2.13,10,3005,-0.00687
2017-11-06,2017-11-08,22,2018-04-11,FR0124584709,4250,1194,3.56,250,1444,-0.00667
2017-11-06,2017-11-08,48,2018-10-10,FR0124584733,5524,1197,4.61,254,1451,-0.00631
2017-11-13,2017-11-15,12,2018-02-07,FR0124584659,7100,2795,2.54,263,3058,-0.00685
2017-11-13,2017-11-15,21,2018-04-11,FR0124584709,4350,1194,3.64,93,1287,-0.00672
2017-11-13,2017-11-15,51,2018-11-07,FR0124584741,3825,1496,2.56,0,1496,-0.00643
2017-11-20,2017-11-22,13,2018-02-21,FR0124584667,6235,3530,1.77,0,3530,-0.00703
2017-11-20,2017-11-22,20,2018-04-11,FR0124584709,4890,1396,3.5,0,1396,-0.00693
2017-11-20,2017-11-22,50,2018-11-07,FR0124584741,3600,1075,3.35,0,1075,-0.00646
2017-11-27,2017-11-29,12,2018-02-21,FR0124584667,5865,3497,1.68,489,3986,-0.00701
2017-11-27,2017-11-29,23,2018-05-09,FR0124584717,3560,1398,2.55,206,1604,-0.00671
2017-11-27,2017-11-29,49,2018-11-07,FR0124584741,3370,1095,3.08,184,1279,-0.00631
2017-12-04,2017-12-06,10,2018-02-14,FR0124423239,2273,599,3.79,37,636,-0.00752
2017-12-04,2017-12-06,13,2018-03-07,FR0124584675,6400,3398,1.88,67,3465,-0.00711
2017-12-04,2017-12-06,22,2018-05-09,FR0124584717,4150,1400,2.96,85,1485,-0.00691
2017-12-04,2017-12-06,48,2018-11-07,FR0124584741,3090,940,3.29,57,997,-0.00637
2017-12-11,2017-12-13,12,2018-03-07,FR0124584675,6985,3499,2,478,3977,-0.0079
2017-12-11,2017-12-13,21,2018-05-09,FR0124584717,3200,1596,2.01,0,1596,-0.00758
2017-12-11,2017-12-13,51,2018-12-05,FR0124584758,3050,1000,3.05,0,1000,-0.00665
2017-12-18,2017-12-20,13,2018-03-21,FR0124584691,6720,3498,1.92,67,3565,-0.009
2017-12-18,2017-12-20,20,2018-05-09,FR0124584717,2705,997,2.71,0,997,-0.00792
2018-01-02,2018-01-04,13,2018-04-05,FR0124747462,5115,2994,1.71,0,2994,-0.00615
2018-01-02,2018-01-04,24,2018-06-20,FR0124257371,2975,1440,2.07,0,1440,-0.00616
2018-01-02,2018-01-04,48,2018-12-05,FR0124584758,3110,1175,2.65,0,1175,-0.00598
2018-01-08,2018-01-10,12,2018-04-05,FR0124747462,6545,3397,1.93,389,3786,-0.00571
2018-01-08,2018-01-10,23,2018-06-20,FR0124257371,3300,1050,3.14,0,1050,-0.0056
2018-01-08,2018-01-10,51,2019-01-04,FR0124747561,3250,1300,2.5,0,1300,-0.00557
2018-01-15,2018-01-17,13,2018-04-18,FR0124747470,9135,3394,2.69,409,3803,-0.00569
2018-01-15,2018-01-17,22,2018-06-20,FR0124257371,4627,1196,3.87,99,1295,-0.00542
2018-01-15,2018-01-17,50,2019-01-04,FR0124747561,4615,1093,4.22,152,1245,-0.00543
2018-01-22,2018-01-24,12,2018-04-18,FR0124747470,6535,3294,1.98,83,3377,-0.00589
2018-01-22,2018-01-24,23,2018-07-04,FR0124747538,5525,1495,3.7,78,1573,-0.00576
2018-01-22,2018-01-24,49,2019-01-04,FR0124747561,4575,1197,3.82,168,1365,-0.00568
2018-01-29,2018-01-31,13,2018-05-03,FR0124747488,7900,2693,2.93,295,2988,-0.00561
2018-01-29,2018-01-31,22,2018-07-04,FR0124747538,4895,1496,3.27,182,1678,-0.0057
2018-01-29,2018-01-31,48,2019-01-04,FR0124747561,3905,1295,3.02,52,1347,-0.00558
2018-02-05,2018-02-07,12,2018-05-03,FR0124747488,6275,3293,1.91,96,3389,-0.00587
2018-02-05,2018-02-07,21,2018-07-04,FR0124747538,6935,1495,4.64,55,1550,-0.00584
2018-02-05,2018-02-07,51,2019-01-30,FR0124747579,5185,1294,4.01,149,1443,-0.0056
2018-02-12,2018-02-14,13,2018-05-16,FR0124747496,6810,3300,2.06,60,3360,-0.00582
2018-02-12,2018-02-14,20,2018-07-04,FR0124747538,5500,1496,3.68,36,1532,-0.00587
2018-02-12,2018-02-14,50,2019-01-30,FR0124747579,4125,1295,3.19,0,1295,-0.00563
2018-02-19,2018-02-21,12,2018-05-16,FR0124747496,6995,3295,2.12,159,3454,-0.00583
2018-02-19,2018-02-21,23,2018-08-01,FR0124747546,5715,1593,3.59,200,1793,-0.00581
2018-02-19,2018-02-21,49,2019-01-30,FR0124747579,4440,1495,2.97,264,1759,-0.00561
2018-02-26,2018-02-28,13,2018-05-30,FR0124747504,7455,3394,2.2,470,3864,-0.00586
2018-02-26,2018-02-28,22,2018-08-01,FR0124747546,5720,1696,3.37,243,1939,-0.00589
2018-02-26,2018-02-28,48,2019-01-30,FR0124747579,4805,1495,3.21,153,1648,-0.00572
2018-03-05,2018-03-07,12,2018-05-30,FR0124747504,7125,3698,1.93,232,3930,-0.00641
2018-03-05,2018-03-07,21,2018-08-01,FR0124747546,5175,1692,3.06,153,1845,-0.00623
2018-03-05,2018-03-07,51,2019-02-27,FR0124747587,4400,1498,2.94,0,1498,-0.00589
2018-03-12,2018-03-14,13,2018-06-13,FR0124747512,4650,3850,1.21,494,4344,-0.00636
2018-03-12,2018-03-14,20,2018-08-01,FR0124747546,4799,1897,2.53,162,2059,-0.00647
2018-03-12,2018-03-14,50,2019-02-27,FR0124747587,4405,1394,3.16,194,1588,-0.00584
2018-03-19,2018-03-21,12,2018-06-13,FR0124747512,6360,3896,1.63,0,3896,-0.00623
2018-03-19,2018-03-21,23,2018-08-29,FR0124747553,3550,1597,2.22,0,1597,-0.00621
2018-03-19,2018-03-21,49,2019-02-27,FR0124747587,4340,1295,3.35,0,1295,-0.00578
2018-03-26,2018-03-28,13,2018-06-27,FR0124747520,5500,3499,1.57,0,3499,-0.00599
2018-03-26,2018-03-28,22,2018-08-29,FR0124747553,3195,1196,2.67,0,1196,-0.00594
2018-03-26,2018-03-28,48,2019-02-27,FR0124747587,3455,1150,3,9,1159,-0.0057
2018-04-03,2018-04-05,12,2018-06-27,FR0124747520,6325,3496,1.81,0,3496,-0.00573
2018-04-03,2018-04-05,21,2018-08-29,FR0124747553,4250,1096,3.88,39,1135,-0.00576
2018-04-03,2018-04-05,51,2019-03-27,FR0124909641,3795,1197,3.17,23,1220,-0.00566
2018-04-09,2018-04-11,13,2018-07-11,FR0124909682,6275,3395,1.85,309,3704,-0.00573
2018-04-09,2018-04-11,20,2018-08-29,FR0124747553,3855,1300,2.97,0,1300,-0.00569
2018-04-09,2018-04-11,50,2019-03-27,FR0124909641,3400,1194,2.85,0,1194,-0.00559
2018-04-16,2018-04-18,12,2018-07-11,FR0124909682,8360,3295,2.54,381,3676,-0.00573
2018-04-16,2018-04-18,23,2018-09-26,FR0124909732,4370,1291,3.38,190,1481,-0.00566
2018-04-16,2018-04-18,49,2019-03-27,FR0124909641,3895,1098,3.55,166,1264,-0.0055
2018-04-23,2018-04-25,13,2018-07-25,FR0124909690,8845,3196,2.77,502,3698,-0.00572
2018-04-23,2018-04-25,22,2018-09-26,FR0124909732,3430,996,3.44,41,1037,-0.00566
2018-04-23,2018-04-25,48,2019-03-27,FR0124909641,3835,996,3.85,81,1077,-0.0055
2018-04-30,2018-05-03,12,2018-07-25,FR0124909690,8200,3194,2.57,299,3493,-0.00579
2018-04-30,2018-05-03,21,2018-09-26,FR0124909732,4720,1093,4.32,129,1222,-0.00567
2018-04-30,2018-05-03,51,2019-04-25,FR0124909658,5145,1098,4.69,207,1305,-0.0055
2018-05-07,2018-05-09,13,2018-08-08,FR0124909708,8475,3299,2.57,0,3299,-0.00563
2018-05-07,2018-05-09,20,2018-09-26,FR0124909732,4878,998,4.89,84,1082,-0.00563
2018-05-07,2018-05-09,50,2019-04-25,FR0124909658,3705,1296,2.86,104,1400,-0.0056
2018-05-14,2018-05-16,12,2018-08-08,FR0124909708,8440,2795,3.02,256,3051,-0.00565
2018-05-14,2018-05-16,23,2018-10-24,FR0124909740,4935,1293,3.82,0,1293,-0.00564
2018-05-14,2018-05-16,49,2019-04-25,FR0124909658,3675,996,3.69,0,996,-0.00557
2018-05-22,2018-05-24,13,2018-08-22,FR0124909716,7825,3199,2.45,368,3567,-0.00568
2018-05-22,2018-05-24,22,2018-10-24,FR0124909740,6300,1199,5.25,128,1327,-0.00573
2018-05-22,2018-05-24,48,2019-04-25,FR0124909658,3425,1000,3.43,189,1189,-0.00567
2018-05-28,2018-05-30,12,2018-08-22,FR0124909716,7060,3395,2.08,565,3960,-0.00583
2018-05-28,2018-05-30,21,2018-10-24,FR0124909740,4295,1299,3.31,227,1526,-0.0058
2018-05-28,2018-05-30,51,2019-05-22,FR0124909666,3030,1298,2.33,216,1514,-0.00567
2018-06-04,2018-06-06,13,2018-09-05,NaN,7525,3193,2.36,578,3771,-0.00596
2018-06-04,2018-06-06,20,2018-10-24,FR0124909740,5055,1299,3.89,240,1539,-0.00595
2018-06-04,2018-06-06,50,2019-05-22,FR0124909666,4650,998,4.66,187,1185,-0.00565
2018-06-11,2018-06-13,12,2018-09-05,NaN,7005,2995,2.34,66,3061,-0.00594
2018-06-11,2018-06-13,23,2018-11-21,FR0124909757,4625,997,4.64,5,1002,-0.0059
2018-06-11,2018-06-13,49,2019-05-22,FR0124909666,3840,798,4.81,0,798,-0.00592
2018-06-18,2018-06-20,13,2018-09-19,FR0124909724,7525,2996,2.51,194,3190,-0.00603
2018-06-18,2018-06-20,22,2018-11-21,FR0124909757,3805,880,4.32,39,919,-0.00601
2018-06-18,2018-06-20,48,2019-05-22,FR0124909666,3750,750,5,87,837,-0.00591
2018-06-25,2018-06-27,12,2018-09-19,FR0124909724,9425,2994,3.15,565,3559,-0.00609
2018-06-25,2018-06-27,21,2018-11-21,FR0124909757,3980,998,3.99,69,1067,-0.00604
2018-06-25,2018-06-27,51,2019-06-19,FR0124909674,3275,997,3.28,0,997,-0.00584
2018-07-02,2018-07-04,13,2018-10-03,FR0125064776,7850,2999,2.62,179,3178,-0.00604
2018-07-02,2018-07-04,20,2018-11-21,FR0124909757,3700,994,3.72,28,1022,-0.00598
2018-07-02,2018-07-04,50,2019-06-19,FR0124909674,3650,796,4.59,124,920,-0.0057
2018-07-09,2018-07-11,12,2018-10-03,FR0125064776,10650,2997,3.55,569,3566,-0.00576
2018-07-09,2018-07-11,23,2018-12-19,FR0125064834,3980,996,4,31,1027,-0.00564
2018-07-09,2018-07-11,49,2019-06-19,FR0124909674,3780,793,4.77,40,833,-0.00558
2018-07-16,2018-07-18,13,2018-10-17,FR0125064784,7350,3294,2.23,29,3323,-0.00575
2018-07-16,2018-07-18,22,2018-12-19,FR0125064834,3255,1096,2.97,32,1128,-0.00567
2018-07-16,2018-07-18,48,2019-06-19,FR0124909674,3875,995,3.89,0,995,-0.00563
2018-07-23,2018-07-25,12,2018-10-17,FR0125064784,6150,2893,2.13,0,2893,-0.00563
2018-07-23,2018-07-25,21,2018-12-19,FR0125064834,3682,895,4.11,0,895,-0.00554
2018-07-23,2018-07-25,51,2019-07-17,FR0125064875,3985,996,4,0,996,-0.00558
2018-07-30,2018-08-01,13,2018-10-31,FR0125064792,6790,2796,2.43,308,3104,-0.00534
2018-07-30,2018-08-01,20,2018-12-19,FR0125064834,4175,998,4.18,102,1100,-0.00532
2018-07-30,2018-08-01,50,2019-07-17,FR0125064875,3425,998,3.43,154,1152,-0.0054
2018-08-06,2018-08-08,12,2018-10-31,FR0125064792,6025,2700,2.23,40,2740,-0.0054
2018-08-06,2018-08-08,23,2019-01-16,FR0125064859,4475,1094,4.09,228,1322,-0.00596
