date,kind,instrument_jp,instrument_en,offered,start,end,rate,yield,bids,allotted
2025-12-05,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-05,2025-12-08,,0.25,570.0,570.0
2025-12-05,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-05,2025-12-08,,0.25,0.0,0.0
2025-12-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-08,2025-12-09,,0.25,639.0,639.0
2025-12-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-08,2025-12-09,,0.25,0.0,0.0
2025-12-09,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2025-12-10,2025-12-24,0.5,,34097.0,8018.0
2025-12-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-09,2025-12-10,,0.25,1731.0,1731.0
2025-12-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-09,2025-12-10,,0.25,0.0,0.0
2025-12-09,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2025-12-10,2025-12-19,,0.47,4.0,4.0
2025-12-09,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2025-12-11,2025-12-18,3.94,,3.0,3.0
2025-12-10,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3000.0,2025-12-11,,,,11445.0,3001.0
2025-12-10,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3050.0,2025-12-11,,,,4913.0,3053.0
2025-12-10,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2025-12-11,,,,1508.0,751.0
2025-12-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-10,2025-12-11,,0.25,1205.0,1205.0
2025-12-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-10,2025-12-11,,0.25,0.0,0.0
2025-12-11,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-11,2025-12-12,,0.25,447.0,447.0
2025-12-11,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-11,2025-12-12,,0.25,0.0,0.0
2025-12-12,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-12,2025-12-15,,0.25,1009.0,1009.0
2025-12-12,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-12,2025-12-15,,0.25,43.0,43.0
2025-12-15,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-15,2025-12-16,,0.25,1212.0,1212.0
2025-12-15,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-15,2025-12-16,,0.25,0.0,0.0
2025-12-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-16,2025-12-17,,0.25,1930.0,1930.0
2025-12-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-16,2025-12-17,,0.25,96.0,96.0
2025-12-16,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2025-12-18,2025-12-26,3.9,,0.0,0.0
2025-12-17,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),3000.0,2025-12-18,,,,7500.0,3003.0
2025-12-17,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2800.0,2025-12-18,,,,4015.0,2803.0
2025-12-17,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3050.0,2025-12-18,,,,8466.0,3050.0
2025-12-17,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1150.0,2025-12-18,,,,3229.0,1156.0
2025-12-17,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-17,2025-12-18,,0.25,1851.0,1851.0
2025-12-17,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-17,2025-12-18,,0.25,0.0,0.0
2025-12-18,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-18,2025-12-19,,0.25,2573.0,2573.0
2025-12-18,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-18,2025-12-19,,0.25,0.0,0.0
2025-12-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-19,2025-12-22,,0.25,1750.0,1750.0
2025-12-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-19,2025-12-22,,0.25,0.0,0.0
2025-12-22,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-22,2025-12-23,,0.45,7103.0,7103.0
2025-12-22,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-22,2025-12-23,,0.45,0.0,0.0
2025-12-23,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2025-12-24,2026-01-07,0.75,,14966.0,8003.0
2025-12-23,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-23,2025-12-24,,0.45,4662.0,4662.0
2025-12-23,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-23,2025-12-24,,0.45,251.0,251.0
2025-12-23,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2025-12-26,2026-01-08,3.9,,0.0,0.0
2025-12-24,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2800.0,2025-12-25,,,,6640.0,2807.0
2025-12-24,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),3050.0,2025-12-25,,,,5677.0,3052.0
2025-12-24,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),1150.0,2025-12-25,,,,2320.0,1151.0
2025-12-24,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2025-12-25,,,,2707.0,751.0
2025-12-24,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),500.0,2025-12-25,,,,1521.0,500.0
2025-12-24,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-24,2025-12-25,,0.45,3931.0,3931.0
2025-12-24,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-24,2025-12-25,,0.45,0.0,0.0
2025-12-25,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-25,2025-12-26,,0.45,3380.0,3380.0
2025-12-25,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-25,2025-12-26,,0.45,141.0,141.0
2025-12-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-26,2025-12-29,,0.45,2455.0,2455.0
2025-12-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-26,2025-12-29,,0.45,0.0,0.0
2025-12-29,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-29,2025-12-30,,0.45,3065.0,3065.0
2025-12-29,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-29,2025-12-30,,0.45,0.0,0.0
2025-12-30,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2025-12-30,2026-01-05,,0.45,1828.0,1828.0
2025-12-30,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2025-12-30,2026-01-05,,0.45,0.0,0.0
2026-01-05,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-05,2026-01-06,,0.55,3404.0,3404.0
2026-01-05,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-05,2026-01-06,,0.55,300.0,300.0
2026-01-06,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-01-07,2026-01-21,0.75,,12550.0,8005.0
2026-01-06,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-06,2026-01-07,,0.55,3216.0,3216.0
2026-01-06,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-06,2026-01-07,,0.55,50.0,50.0
2026-01-06,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-01-08,2026-01-15,3.89,,0.0,0.0
2026-01-07,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-01-08,,,,1853.0,1003.0
2026-01-07,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-01-08,,,,6152.0,2703.0
2026-01-07,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-01-08,,,,7625.0,2454.0
2026-01-07,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-01-08,,,,2412.0,951.0
2026-01-07,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-07,2026-01-08,,0.45,3854.0,3854.0
2026-01-07,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-07,2026-01-08,,0.45,0.0,0.0
2026-01-08,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-08,2026-01-09,,0.45,2268.0,2268.0
2026-01-08,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-08,2026-01-09,,0.45,0.0,0.0
2026-01-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-09,2026-01-13,,0.45,6149.0,6149.0
2026-01-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-09,2026-01-13,,0.45,41.0,41.0
2026-01-13,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-13,2026-01-14,,0.55,4257.0,4257.0
2026-01-13,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-13,2026-01-14,,0.55,10.0,10.0
2026-01-13,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-01-15,2026-01-22,3.89,,0.0,0.0
2026-01-14,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-14,2026-01-15,,0.45,2576.0,2576.0
2026-01-14,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-14,2026-01-15,,0.45,0.0,0.0
2026-01-15,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-01-16,,,,6221.0,2703.0
2026-01-15,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-01-16,,,,5544.0,2606.0
2026-01-15,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-01-16,,,,1733.0,951.0
2026-01-15,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-01-16,,,,1240.0,751.0
2026-01-15,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-15,2026-01-16,,0.55,1838.0,1838.0
2026-01-15,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-15,2026-01-16,,0.55,60.0,60.0
2026-01-16,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-16,2026-01-19,,0.45,2347.0,2347.0
2026-01-16,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-16,2026-01-19,,0.45,95.0,95.0
2026-01-19,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-19,2026-01-20,,0.55,3123.0,3123.0
2026-01-19,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-19,2026-01-20,,0.55,0.0,0.0
2026-01-20,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-01-21,2026-02-04,0.75,,15155.0,8005.0
2026-01-20,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-20,2026-01-21,,0.55,2338.0,2338.0
2026-01-20,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-20,2026-01-21,,0.55,0.0,0.0
2026-01-20,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-01-21,2026-01-30,,0.72,8.0,8.0
2026-01-20,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-01-22,2026-01-29,3.89,,6.0,6.0
2026-01-21,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-01-22,,,,8184.0,2703.0
2026-01-21,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-01-22,,,,5180.0,2455.0
2026-01-21,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-01-22,,,,3752.0,2602.0
2026-01-21,jgb_purch,国債買入（残存期間２５年超）,Outright purchases of JGBs(residual maturity of more than 25 years),750.0,2026-01-22,,,,2325.0,750.0
2026-01-21,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-21,2026-01-22,,0.55,3120.0,3120.0
2026-01-21,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-21,2026-01-22,,0.55,83.0,83.0
2026-01-22,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-22,2026-01-23,,0.55,2698.0,2698.0
2026-01-22,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-22,2026-01-23,,0.55,0.0,0.0
2026-01-23,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-23,2026-01-26,,0.55,3609.0,3609.0
2026-01-23,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-23,2026-01-26,,0.55,0.0,0.0
2026-01-26,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-26,2026-01-27,,0.55,4519.0,4519.0
2026-01-26,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-26,2026-01-27,,0.55,141.0,141.0
2026-01-27,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-27,2026-01-28,,0.55,3405.0,3405.0
2026-01-27,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-27,2026-01-28,,0.55,0.0,0.0
2026-01-27,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-01-29,2026-02-05,3.88,,1.0,1.0
2026-01-28,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-28,2026-01-29,,0.55,3765.0,3765.0
2026-01-28,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-28,2026-01-29,,0.55,145.0,145.0
2026-01-29,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-01-30,,,,5380.0,2453.0
2026-01-29,jgb_purch,国債買入（残存期間５年超１０年以下）,Outright purchases of JGBs(residual maturity of more than 5 years and up to 10 years),2600.0,2026-01-30,,,,6058.0,2607.0
2026-01-29,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-01-30,,,,3500.0,954.0
2026-01-29,jgb_purch,国債買入（物価連動債）,Outright purchases of JGBs(inflation-indexed bonds),400.0,2026-01-30,,,,1402.0,400.0
2026-01-29,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-29,2026-01-30,,0.45,4166.0,4166.0
2026-01-29,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-29,2026-01-30,,0.45,50.0,50.0
2026-01-30,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-01-30,2026-02-02,,0.45,2519.0,2519.0
2026-01-30,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-01-30,2026-02-02,,0.45,262.0,262.0
2026-02-02,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-02,2026-02-03,,0.55,3563.0,3563.0
2026-02-02,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-02,2026-02-03,,0.55,0.0,0.0
2026-02-03,pooled,共通担保資金供給（全店）＜固定金利方式＞,Funds-Supplying Operations against Pooled Collateral (at All Offices) (Fixed rate),8000.0,2026-02-04,2026-02-18,0.75,,16084.0,8007.0
2026-02-03,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-03,2026-02-04,,0.55,3203.0,3203.0
2026-02-03,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-03,2026-02-04,,0.55,0.0,0.0
2026-02-03,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-02-04,2026-02-16,,0.72,2.0,2.0
2026-02-03,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-02-05,2026-02-13,3.89,,3.0,3.0
2026-02-04,jgb_purch,国債買入（残存期間１年以下）,Outright purchases of JGBs(residual maturity of up to 1 year),1000.0,2026-02-05,,,,3458.0,1001.0
2026-02-04,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-02-05,,,,5886.0,2703.0
2026-02-04,jgb_purch,国債買入（残存期間３年超５年以下）,Outright purchases of JGBs(residual maturity of more than 3 years and up to 5 years),2450.0,2026-02-05,,,,6717.0,2454.0
2026-02-04,jgb_purch,国債買入（残存期間１０年超２５年以下）,Outright purchases of JGBs(residual maturity of more than 10 years and up to 25 years),950.0,2026-02-05,,,,3840.0,956.0
2026-02-04,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-04,2026-02-05,,0.45,2518.0,2518.0
2026-02-04,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-04,2026-02-05,,0.45,2.0,2.0
2026-02-05,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-05,2026-02-06,,0.45,2700.0,2700.0
2026-02-05,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-05,2026-02-06,,0.45,0.0,0.0
2026-02-06,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-06,2026-02-09,,0.45,2325.0,2325.0
2026-02-06,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-06,2026-02-09,,0.45,0.0,0.0
2026-02-09,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-09,2026-02-10,,0.55,3971.0,3971.0
2026-02-09,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-09,2026-02-10,,0.55,0.0,0.0
2026-02-10,slf,国債補完供給（国債売現先）・即日（午前オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the morning/same-day-start operation,,2026-02-10,2026-02-12,,0.55,4022.0,4022.0
2026-02-10,slf,国債補完供給（国債売現先）・即日（午後オファー分）,Securities lending facility (Sales of JGSs under repurchase agreements) /offered in the afternoon/same-day-start operation,,2026-02-10,2026-02-12,,0.55,30.0,30.0
2026-02-10,slf_usd,米ドル資金供給用担保国債供給（国債売現先）,Securities lending to provide JGSs as collateral for US Dollar Funds-Supplying Operations against Pooled Collateral (Sales of JGSs under repurchase agreements),5000.0,2026-02-12,2026-02-20,,0.72,4.0,4.0
2026-02-10,usd_funds,米ドル資金供給,US Dollar Funds-Supplying Operations against Pooled Collateral,,2026-02-13,2026-02-19,3.89,,4.0,4.0
2026-02-12,jgb_purch,国債買入（残存期間１年超３年以下）,Outright purchases of JGBs(residual maturity of more than 1 year and up to 3 years),2700.0,2026-02-13,,,,7365.0,2702.0
